lat,long,X,Y,log_price,sqft_living,sqft_lot,bedrooms,bathrooms,floors,waterfront,view,condition,grade,sqft_above,yr_built
47.2596,-122.194,560979.0272568101,5234328.188221316,12.962185235536063,2568.0,8.517393171418904,4.0,2.5,2.0,0.0,0.0,3.0,9.0,2568.0,2014.0
47.2981,-122.38,546872.9778154003,5238478.12559189,12.409013489526863,1690.0,8.823353485113792,3.0,2.0,1.0,0.0,0.0,3.0,7.0,1360.0,1979.0
47.595,-122.133,565178.6422888548,5271651.899499907,13.475271234773816,3580.0,9.139595967450424,4.0,3.0,2.5,0.0,0.0,3.0,10.0,2370.0,1991.0
47.6938,-122.34,549523.5561571441,5282479.2306315005,13.530491602931978,3810.0,8.804475183846678,6.0,3.75,2.0,0.0,0.0,4.0,8.0,3810.0,1977.0
47.3926,-122.166,562939.2023827862,5249130.984080311,12.594730635321955,1800.0,10.262943625547717,4.0,1.75,1.0,0.0,0.0,4.0,7.0,1800.0,1975.0
47.4118,-122.089,568725.1211819656,5251329.87202473,12.676076274775909,1510.0,10.315133519719373,3.0,1.75,1.5,0.0,0.0,3.0,7.0,1510.0,1976.0
47.7017,-122.127,565496.1628054314,5283515.363793556,13.071070083016778,1230.0,9.35036314989601,3.0,2.0,1.0,0.0,0.0,4.0,7.0,1230.0,1984.0
47.6456,-122.19,560834.8366192705,5277229.1465590615,13.664687668229693,3560.0,9.316500567804573,4.0,2.5,1.0,0.0,2.0,3.0,10.0,2290.0,1986.0
47.6078,-122.202,559976.8136262482,5273018.798394379,13.573438996764546,1950.0,7.592870287844818,3.0,3.0,3.0,0.0,0.0,3.0,9.0,1610.0,2009.0
47.3311,-122.326,550923.7348922625,5242179.358406329,12.419165860990882,1660.0,9.311180686902254,3.0,1.0,1.0,0.0,0.0,4.0,7.0,1110.0,1962.0
47.4646,-122.15,564059.2358341153,5257145.671997903,13.015891132893811,2580.0,8.895629627136483,4.0,3.0,2.0,0.0,0.0,3.0,8.0,2580.0,1998.0
47.5412,-122.27,554935.6484780153,5265566.755451919,12.978493006984626,1870.0,8.880446450715093,3.0,1.75,1.0,0.0,0.0,3.0,7.0,1270.0,1959.0
47.5123,-122.19,560989.4536622358,5262414.628407478,12.66032791780777,1010.0,8.900957872545062,2.0,1.0,2.0,0.0,0.0,4.0,7.0,1010.0,1981.0
47.7223,-122.16,562995.5471553981,5285777.453460359,12.691580461311874,970.0,8.517393171418904,2.0,2.0,1.0,0.0,0.0,3.0,7.0,970.0,1983.0
47.6345,-122.366,547626.5460533176,5275872.412906566,13.615839362835208,1300.0,8.188966863648876,3.0,1.0,2.0,0.0,0.0,3.0,7.0,1300.0,1900.0
47.6104,-122.113,566662.6074165567,5273380.402867201,13.064734264567692,1800.0,7.918992488165245,2.0,2.25,2.0,0.0,0.0,4.0,9.0,1800.0,1979.0
47.6465,-122.404,544761.7162011788,5277183.432710869,12.911642346088676,960.0,8.284251797621916,3.0,1.0,1.0,0.0,0.0,3.0,7.0,960.0,1943.0
47.7143,-122.032,572605.9033486613,5285000.412027269,12.987688474077729,1440.0,8.349011198176003,2.0,1.75,1.0,0.0,0.0,3.0,8.0,1440.0,2005.0
47.5274,-122.281,554122.0530150178,5264025.355475234,12.345834587905332,1870.0,9.595874844595468,4.0,1.0,1.5,0.0,0.0,3.0,6.0,1090.0,1928.0
47.4694,-122.006,574904.7183802676,5257807.80787534,13.304518253641184,3030.0,10.466639936479886,3.0,3.0,2.0,0.0,0.0,4.0,8.0,1760.0,1984.0
47.5311,-122.074,569698.7775207905,5264601.554130284,13.390862630439337,2220.0,7.96346006663897,3.0,2.5,2.0,0.0,0.0,3.0,10.0,2010.0,2012.0
47.6912,-122.334,549976.2525706205,5282194.121799627,13.266463721378086,1640.0,8.615408238913192,2.0,1.0,1.0,0.0,0.0,4.0,7.0,940.0,1926.0
47.5898,-122.004,574883.8395443582,5271190.41899474,13.329377546788654,1860.0,10.664316745782925,3.0,2.0,1.0,0.0,0.0,4.0,7.0,930.0,1983.0
47.5397,-122.072,569837.8930266552,5265559.116477191,13.720650276940312,4420.0,8.689632748355741,4.0,4.0,2.0,0.0,0.0,3.0,10.0,3410.0,2006.0
47.5013,-122.244,556935.405703556,5261151.161477257,12.292250341771226,880.0,9.809506489065232,3.0,1.0,1.0,0.0,0.0,4.0,6.0,880.0,1945.0
47.5565,-122.275,554543.502131061,5267263.615752095,13.056223574899784,1570.0,8.748463629942055,3.0,2.0,1.0,0.0,0.0,3.0,7.0,820.0,1953.0
47.5105,-122.238,557377.244745632,5262178.020642781,13.579788224443204,2460.0,9.216521231051264,4.0,1.75,1.0,1.0,4.0,3.0,7.0,1410.0,1961.0
47.6382,-122.359,548148.9898886629,5276287.947124535,13.527828485512494,1110.0,8.188966863648876,2.0,1.5,1.0,0.0,0.0,5.0,7.0,1110.0,1904.0
47.3012,-122.218,559116.9238561728,5238932.757683431,11.957611286231677,920.0,8.681011276645632,2.0,1.0,1.0,0.0,0.0,4.0,6.0,920.0,1950.0
47.4945,-122.249,556566.1539486086,5260391.790372023,12.175613438045463,1180.0,8.707978826622321,3.0,1.0,1.0,0.0,0.0,3.0,6.0,820.0,1944.0
47.4051,-122.296,553116.0148498898,5250423.2330085775,12.0015054797889,1250.0,8.928507824313293,2.0,2.0,1.0,0.0,0.0,3.0,7.0,1250.0,1962.0
47.5998,-122.312,551717.2562299605,5272050.51453304,12.892950213076524,1350.0,6.888572459565364,3.0,2.25,2.0,0.0,0.0,3.0,8.0,1050.0,2007.0
47.5579,-122.271,554842.9694084808,5267422.0246397145,13.17115354157376,2540.0,8.881975184248867,4.0,1.75,1.0,0.0,0.0,4.0,7.0,1270.0,1947.0
47.4363,-122.333,550294.6930584046,5253866.023812509,12.577636201962656,1240.0,9.137877200242468,3.0,1.0,1.0,0.0,0.0,3.0,7.0,1240.0,1954.0
47.448,-122.28,554279.0696438233,5255201.923579582,12.396693005138824,2340.0,8.921991410536698,5.0,2.25,1.0,0.0,0.0,3.0,7.0,1170.0,1951.0
47.5696,-122.127,565661.4578701223,5268834.08820842,13.500799813124576,2500.0,9.374158457205578,5.0,3.0,1.0,0.0,0.0,4.0,8.0,1550.0,1971.0
47.5091,-122.144,564456.9488727803,5262096.131514694,12.676076274775909,1880.0,9.283497892593909,3.0,2.0,1.0,0.0,0.0,5.0,6.0,940.0,1952.0
47.72,-122.216,558798.4574925355,5285477.792708516,12.985397522331173,1600.0,9.618800989064146,4.0,2.0,1.0,0.0,0.0,3.0,7.0,1600.0,1972.0
47.592,-122.307,552100.8492665949,5271186.988941959,12.983101310070822,1300.0,8.116417072794205,3.0,1.5,1.5,0.0,0.0,3.0,7.0,1300.0,1904.0
47.7217,-122.03,572745.6120625874,5285824.716748673,13.032438669876342,1440.0,9.208939391060554,2.0,2.0,1.0,0.0,0.0,3.0,8.0,1440.0,2006.0
47.5327,-122.032,572857.8193387042,5264817.9162154365,12.871334622600584,1400.0,9.212238569259265,3.0,1.75,1.0,0.0,0.0,4.0,7.0,1400.0,1962.0
47.7678,-122.254,555897.3492537759,5290762.129005115,13.310501319519725,4060.0,9.1834829178063,4.0,2.5,1.0,0.0,4.0,3.0,9.0,2150.0,1977.0
47.5661,-122.375,547011.6994039653,5268265.120822731,12.994530005894443,2160.0,8.226573474977114,3.0,2.5,2.0,0.0,0.0,3.0,8.0,2160.0,1994.0
47.7097,-122.216,558810.0464187904,5284333.057623621,12.88664104388326,2100.0,9.169518377455928,5.0,1.75,1.0,0.0,0.0,3.0,7.0,1060.0,1961.0
47.7666,-122.265,555074.3967742083,5290620.872742655,13.081541382884074,2920.0,9.970024076336372,3.0,1.75,1.0,0.0,0.0,3.0,8.0,1850.0,1961.0
47.4663,-122.369,547553.0951001807,5257177.414054844,13.383187995686226,1810.0,9.741380302992413,3.0,2.0,2.0,1.0,4.0,3.0,8.0,1810.0,1913.0
47.7226,-122.299,552571.0356437304,5285707.069143951,13.1749558275235,3000.0,9.036225051729328,6.0,3.5,1.0,0.0,0.0,3.0,8.0,1500.0,1979.0
47.2711,-122.067,570572.0368472645,5235713.285775141,13.541073712262516,4040.0,11.904000869442251,3.0,2.5,2.0,0.0,0.0,3.0,9.0,4040.0,2004.0
47.5801,-122.306,552187.8580066338,5269865.129759771,12.896089933081193,2230.0,8.294299608857235,3.0,2.5,2.0,0.0,0.0,3.0,7.0,2230.0,1954.0
47.7328,-122.288,553385.5449869962,5286848.221193698,13.235692062711331,2790.0,8.839421607620602,3.0,1.5,1.0,0.0,2.0,3.0,8.0,1700.0,1955.0
47.675,-122.289,553369.5323550033,5280423.681101549,13.567049198665774,2610.0,8.699681400989514,3.0,2.0,1.0,0.0,0.0,5.0,7.0,1310.0,1941.0
47.5689,-122.023,573484.5863533369,5268849.510365758,13.071070083016778,1630.0,8.934191535338075,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1630.0,1986.0
47.5373,-122.395,545532.2695513398,5265052.469031475,13.279367126213993,2230.0,8.699681400989514,3.0,1.5,1.0,0.0,1.0,3.0,8.0,1260.0,1968.0
47.7591,-122.28,553958.1907567241,5289776.752558058,13.217673557208654,2380.0,9.79540110267107,3.0,2.0,2.0,0.0,0.0,4.0,8.0,2110.0,1934.0
47.6196,-122.297,552824.8655506481,5274261.1448544655,13.556739829006911,1640.0,7.094234845924755,3.0,2.25,3.0,0.0,0.0,3.0,8.0,1640.0,2014.0
47.258,-122.305,552582.7896930715,5234069.58593808,12.66032791780777,1780.0,9.623442907213558,3.0,2.75,1.0,0.0,0.0,3.0,7.0,1080.0,1980.0
47.6403,-122.35,548823.0696030604,5276526.965255153,13.950915194970475,2490.0,8.294299608857235,3.0,2.5,2.0,0.0,0.0,5.0,8.0,1670.0,1918.0
47.5833,-122.242,556997.0737289123,5270265.788302937,13.710150042306449,2300.0,10.117549995114146,6.0,2.75,1.5,0.0,0.0,4.0,9.0,2300.0,1950.0
47.6609,-122.343,549329.4514988508,5278820.8474781485,13.151922179645874,970.0,8.101980731853192,2.0,1.0,1.0,0.0,0.0,4.0,7.0,970.0,1916.0
47.7628,-122.354,548409.0786647475,5290139.028905943,12.77280590123446,1470.0,9.036106025364846,3.0,1.0,1.0,0.0,0.0,4.0,7.0,1470.0,1953.0
47.724,-122.327,550469.850875431,5285844.03488443,12.977337605354071,1340.0,9.0902045707362,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1340.0,1984.0
47.6603,-122.394,545500.7596161868,5278722.966524168,12.926348493478372,1080.0,8.517393171418904,1.0,1.0,1.5,0.0,0.0,3.0,7.0,1080.0,1948.0
47.6947,-122.315,551398.555863547,5282595.540141034,13.514405465180351,1230.0,8.761080103868347,3.0,1.0,1.5,0.0,0.0,3.0,7.0,1230.0,1927.0
47.4759,-122.299,552818.7578155065,5258289.4956196705,12.647548191161372,2090.0,9.362718052397064,4.0,2.5,1.0,0.0,0.0,3.0,7.0,1200.0,1962.0
47.492,-122.309,552049.3772101218,5260072.025073809,12.429216196844385,2210.0,9.31578088443418,3.0,1.5,1.5,0.0,0.0,3.0,7.0,2210.0,1934.0
47.3359,-122.055,571392.4081218179,5242925.508872724,12.717997664739466,2230.0,8.527341522468053,3.0,2.5,2.0,0.0,0.0,3.0,7.0,2230.0,2006.0
47.5696,-122.09,568444.3402053283,5268866.0508366795,14.77102200299171,5270.0,9.408863308108144,4.0,4.5,2.0,1.0,4.0,3.0,11.0,3400.0,1979.0
47.2681,-122.267,555447.2608531629,5235218.320659702,12.628067055589549,1960.0,12.13818452072868,2.0,1.0,1.5,0.0,0.0,4.0,6.0,1960.0,1936.0
47.5658,-122.389,545958.9033177284,5268223.396281978,13.028052697933088,1340.0,8.665785595466064,4.0,1.0,1.5,0.0,2.0,3.0,7.0,1340.0,1914.0
47.4025,-122.176,562172.8925137694,5250223.165438121,12.500606192931055,1420.0,8.922791623969637,4.0,1.75,1.0,0.0,0.0,4.0,7.0,1080.0,1981.0
47.609,-122.314,551557.8748290689,5273071.647723275,13.122363377404328,930.0,8.071218539969863,2.0,1.0,1.0,0.0,0.0,3.0,7.0,930.0,1904.0
47.7201,-122.35,548748.6722996727,5285395.854775974,12.66032791780777,1680.0,8.888894669371593,3.0,1.75,1.0,0.0,0.0,3.0,7.0,930.0,1952.0
47.2098,-122.016,574515.550086487,5228948.438127665,13.112313041550829,2660.0,12.165771348756648,3.0,2.0,1.0,0.0,0.0,4.0,9.0,2660.0,1964.0
47.6747,-122.295,552919.461983367,5280386.2246793965,13.5985975564007,2710.0,8.412054873292933,3.0,2.0,1.5,0.0,0.0,4.0,8.0,1880.0,1929.0
47.7067,-122.129,565339.866414106,5284069.369079366,13.591116224748411,3400.0,8.816260208734581,4.0,2.5,2.0,0.0,0.0,3.0,9.0,3400.0,2004.0
47.6536,-122.341,549486.5141177182,5278010.811160164,13.270783382522602,1320.0,7.131698510466912,3.0,1.5,3.0,0.0,0.0,3.0,8.0,1320.0,2008.0
47.5817,-122.047,571661.985299242,5270249.611886577,13.875287762000134,2990.0,8.80926561216931,4.0,3.0,2.0,0.0,0.0,3.0,10.0,2990.0,2014.0
47.3315,-122.169,562785.2575502229,5242338.36807342,12.920247193282195,2720.0,8.859931469616097,4.0,2.5,2.0,0.0,0.0,3.0,9.0,2720.0,2003.0
47.5388,-121.89,583535.8412637635,5265638.822406403,13.19188944005294,2880.0,9.086363192156472,4.0,2.5,2.0,0.0,0.0,3.0,7.0,2880.0,2006.0
47.5003,-122.156,563563.975502141,5261108.256546364,12.779873068457553,1810.0,8.511376306094673,4.0,2.25,2.0,0.0,0.0,3.0,7.0,1810.0,2003.0
47.6684,-122.365,547670.8052988182,5279640.6208268255,12.985397522331173,1150.0,7.085064293952548,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1020.0,2006.0
47.6127,-122.286,553658.4833670491,5273501.845848887,14.018451401960965,3440.0,8.517393171418904,5.0,2.25,2.0,0.0,2.0,5.0,9.0,3440.0,1901.0
47.478,-122.278,554398.8855106864,5258537.360850532,12.367340793126296,1450.0,9.092907275084087,4.0,1.75,1.5,0.0,0.0,3.0,7.0,1180.0,1962.0
47.6236,-122.117,566345.287795965,5274843.984229066,13.001325049027272,1810.0,8.981052985901483,3.0,1.75,1.0,0.0,0.0,4.0,7.0,1810.0,1968.0
47.6052,-122.064,570352.1537633061,5272845.764198076,14.020897387689224,5730.0,10.713261545027793,4.0,2.5,2.0,0.0,4.0,3.0,11.0,4280.0,1991.0
47.6648,-122.204,559761.4641654462,5279352.108578623,13.217673557208654,1010.0,8.71948076085107,3.0,1.0,1.0,0.0,0.0,3.0,6.0,1010.0,1942.0
47.7391,-122.102,567323.5506971795,5287693.409322782,13.604789526648622,3480.0,10.989402908557974,4.0,2.5,2.0,0.0,0.0,3.0,11.0,3480.0,1988.0
47.6022,-122.311,551790.057582463,5272317.911278513,13.106233995474446,1690.0,7.299797366758161,3.0,2.5,3.0,0.0,0.0,3.0,8.0,1420.0,2005.0
47.4608,-122.34,549743.758445372,5256584.316810454,12.013397676656728,1570.0,9.637632201310456,3.0,1.75,1.0,0.0,0.0,3.0,7.0,1080.0,1956.0
47.5759,-122.012,574302.0359501695,5269637.935373282,13.190022025878145,1970.0,8.800113946766308,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1970.0,1989.0
47.6406,-122.304,552277.9264866479,5276590.2971498985,13.985253332551368,2850.0,8.006700845440367,4.0,2.75,2.5,0.0,0.0,3.0,9.0,2530.0,2003.0
47.7271,-122.228,557890.6189376466,5286257.841311638,13.199324418540456,2570.0,8.628913441026645,5.0,3.0,1.0,0.0,0.0,3.0,8.0,1580.0,2009.0
47.7464,-122.317,551197.8079087841,5288340.136170824,12.531772785169476,1140.0,9.005159521036145,3.0,1.0,1.0,0.0,0.0,3.0,7.0,1140.0,1956.0
47.432,-122.328,550675.8414591373,5253391.391663692,12.751299696013495,2040.0,8.616857514529183,4.0,2.5,2.0,0.0,0.0,3.0,7.0,2040.0,1999.0
47.2625,-122.3,552956.5942112907,5234573.056863916,12.30591798049989,1640.0,8.902591637374087,3.0,2.25,1.0,0.0,0.0,3.0,7.0,1140.0,1984.0
47.4802,-122.279,554321.2733848009,5258781.158461362,12.505992035646432,1890.0,8.48446336679332,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1730.0,2002.0
47.3341,-122.188,561346.7307747819,5242612.17627923,12.721885810807205,2190.0,9.128045129249353,4.0,2.75,2.0,0.0,0.0,4.0,8.0,2190.0,1996.0
47.54,-122.27,554936.902118428,5265433.392107353,13.514405465180351,3990.0,8.517393171418904,5.0,3.5,2.0,0.0,0.0,3.0,8.0,2910.0,2004.0
47.7061,-122.347,548986.7845964846,5283841.793406674,12.834681304952548,1450.0,8.82776136765472,4.0,1.0,1.5,0.0,0.0,3.0,6.0,1450.0,1947.0
47.5065,-122.275,554595.3717177652,5261706.817910215,12.584680299468456,2840.0,8.881836305004146,5.0,3.0,1.0,0.0,0.0,3.0,7.0,1710.0,2003.0
47.5275,-122.381,546594.5853692819,5263971.63725135,12.873902018105827,1080.0,8.460834457746854,2.0,1.0,1.5,0.0,0.0,3.0,7.0,1080.0,1944.0
47.4458,-122.343,549531.7347271057,5254915.3831210295,13.422467969854669,2690.0,10.250652418696085,4.0,3.0,1.0,0.0,0.0,3.0,8.0,2690.0,1954.0
47.7225,-122.126,565545.0978811461,5285827.901893454,14.018451401960965,3420.0,11.28074116900387,3.0,2.5,2.0,0.0,0.0,3.0,11.0,3420.0,1990.0
47.5475,-121.999,575320.384897487,5266494.205485384,12.793859310432293,1230.0,7.010311867307229,2.0,1.75,2.0,0.0,0.0,3.0,8.0,1230.0,2006.0
47.4738,-122.264,555458.1258441735,5258080.486430743,12.48748510496836,1730.0,8.890823576004383,4.0,3.0,2.0,0.0,0.0,3.0,6.0,1730.0,1920.0
47.7148,-122.101,567429.8786058625,5284993.595655643,13.203021280421783,2220.0,9.397400683117311,3.0,2.25,2.0,0.0,0.0,3.0,8.0,2220.0,1985.0
47.3279,-122.191,561127.235336267,5241920.800552087,12.814478597635029,3110.0,8.886270902072013,4.0,3.0,2.0,0.0,0.0,3.0,8.0,3110.0,1997.0
47.6722,-122.162,562905.794229911,5280207.771662707,12.989974189358584,1990.0,9.198874893866904,3.0,1.75,1.0,0.0,0.0,4.0,7.0,1030.0,1978.0
47.7408,-121.974,576917.1858154791,5288001.600311578,12.727838209334498,1590.0,9.080231686629162,4.0,2.0,1.0,0.0,0.0,3.0,8.0,1590.0,2001.0
47.6969,-122.343,549295.5280402658,5282821.848857422,12.72486643894534,1260.0,7.10002716662926,3.0,2.5,3.0,0.0,0.0,3.0,8.0,1260.0,2004.0
47.5351,-122.223,558479.3655856967,5264923.144646222,13.751505227988362,2410.0,9.198976041897131,4.0,2.5,1.0,0.0,0.0,5.0,8.0,1990.0,1975.0
47.6981,-122.368,547418.6660252495,5282939.610010493,13.51508091268999,4380.0,8.756367559802975,3.0,3.5,2.0,0.0,0.0,3.0,8.0,2780.0,1900.0
47.526,-122.225,558338.9315783527,5263910.304602506,14.038654109278484,3300.0,9.640563131210074,4.0,2.25,1.5,0.0,3.0,3.0,8.0,2820.0,1933.0
47.5081,-122.356,548494.3005706116,5261830.900999975,12.0435537160324,860.0,9.063810579280286,2.0,1.0,1.0,0.0,0.0,3.0,6.0,860.0,1924.0
47.3427,-122.281,554311.7771274691,5243498.8834018605,12.319401330837175,1560.0,8.895766604056085,3.0,1.5,1.0,0.0,0.0,4.0,7.0,1040.0,1964.0
47.4874,-122.152,563880.8681761883,5259677.8953597015,12.71589776896258,1520.0,8.020270472819238,3.0,2.5,2.0,0.0,0.0,3.0,7.0,1520.0,2009.0
47.4,-122.027,573418.7120597777,5250075.123157339,13.217673557208654,4180.0,10.467948725468029,4.0,3.0,2.0,0.0,0.0,3.0,11.0,4180.0,1986.0
47.7186,-122.354,548450.0723749845,5285226.634846451,13.253391639810731,1500.0,8.807771066980044,2.0,1.0,1.0,0.0,0.0,3.0,7.0,1190.0,1926.0
47.6857,-122.348,548930.8490468585,5281573.920448434,13.122363377404328,1370.0,8.160803920954665,3.0,1.0,1.5,0.0,0.0,3.0,7.0,1370.0,1905.0
47.554,-122.308,552063.3195971495,5266963.118746393,13.102160670086809,2330.0,8.159946655578548,4.0,3.0,2.0,0.0,0.0,3.0,9.0,1920.0,2003.0
47.4508,-122.132,565432.8952935238,5255627.00700494,12.976180867226248,2820.0,9.47730940283042,4.0,3.25,2.0,0.0,0.0,4.0,8.0,2820.0,1976.0
47.745,-122.229,557795.818788335,5288246.495929645,13.073173133213556,2340.0,9.772353284511327,4.0,1.75,1.0,0.0,0.0,4.0,7.0,1360.0,1956.0
47.3629,-122.184,561615.4019571128,5245815.942492177,12.524526376648708,2120.0,8.818038250394299,4.0,2.5,2.0,0.0,0.0,3.0,7.0,2120.0,1998.0
47.6956,-122.335,549897.0157957047,5282682.489636627,13.37700559577791,2340.0,8.81744592104187,3.0,1.75,1.5,0.0,0.0,5.0,7.0,1620.0,1914.0
47.6195,-122.118,566275.3341051729,5274387.466321051,12.765688433465597,940.0,8.96341629199657,3.0,1.0,1.0,0.0,0.0,3.0,6.0,940.0,1959.0
47.7052,-122.346,549062.6469170058,5283742.400844981,12.542544882151386,1358.0,7.040536390215956,3.0,2.25,3.0,0.0,0.0,3.0,7.0,1358.0,2007.0
47.5297,-122.381,546592.6369057106,5264216.136694768,12.80765263256463,1600.0,8.335431477880796,5.0,2.0,1.5,0.0,0.0,3.0,7.0,1600.0,1927.0
47.7274,-122.062,570338.1028078351,5286428.642245259,13.652991628466498,3000.0,9.822873848541882,3.0,2.25,1.0,0.0,0.0,3.0,10.0,3000.0,1983.0
47.5982,-122.128,565550.528746669,5272011.749757521,13.478638241321722,2260.0,9.374328222081632,3.0,1.75,1.0,0.0,0.0,4.0,8.0,1520.0,1968.0
47.4521,-122.121,566260.4755818264,5255780.7951458,12.751299696013495,1870.0,8.184513753033722,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1870.0,2003.0
47.6694,-122.279,554125.9455210464,5279808.240092537,13.180632285528304,1264.0,7.337587743538596,3.0,2.25,2.0,0.0,0.0,3.0,8.0,1264.0,2003.0
47.3762,-122.158,563562.6443220876,5247314.904269087,13.102140261715297,2440.0,9.944101525421384,5.0,2.25,1.5,0.0,0.0,4.0,8.0,2440.0,1975.0
47.3693,-122.041,572404.3644673544,5246650.241033829,12.802158113246987,1750.0,8.853808274977197,3.0,2.0,1.0,0.0,0.0,3.0,8.0,1750.0,1993.0
47.455,-122.198,560452.7977091272,5256040.351287517,12.751299696013495,1540.0,8.877521453852872,4.0,1.5,1.0,0.0,0.0,3.0,7.0,1160.0,1964.0
47.4836,-122.214,559214.6296306778,5259206.4876542045,11.608235644774552,760.0,8.465268118551318,2.0,1.0,1.0,0.0,0.0,3.0,5.0,760.0,1930.0
47.3305,-122.171,562635.3330477984,5242225.626543838,12.873902018105827,2490.0,9.022925868116218,4.0,2.5,2.0,0.0,0.0,3.0,9.0,2490.0,1999.0
47.6068,-122.13,565389.4661615584,5272965.839848889,13.081541382884074,1680.0,9.115040192121858,3.0,2.25,1.0,0.0,0.0,4.0,7.0,1130.0,1959.0
47.2117,-121.99,576481.7099273468,5229184.728076485,12.495003937382387,1390.0,8.700514248543275,3.0,2.0,2.0,0.0,0.0,3.0,8.0,1390.0,2005.0
47.6354,-122.353,548602.2773044148,5275980.503586573,13.698976741708323,2550.0,8.294299608857235,4.0,1.0,2.0,0.0,0.0,3.0,8.0,2370.0,1905.0
47.4585,-122.205,559921.1810348765,5256423.903624402,12.577636201962656,1590.0,9.145908511816794,2.0,2.0,1.0,0.0,0.0,3.0,7.0,910.0,1983.0
47.5344,-122.068,570145.9849658591,5264973.703020858,12.859699067927837,1600.0,7.867488568699128,3.0,2.5,2.0,0.0,0.0,3.0,8.0,1600.0,2005.0
47.4718,-122.323,551014.3875882576,5257817.815017266,12.598114733306195,1370.0,9.18512512283512,4.0,1.5,1.0,0.0,0.0,3.0,7.0,1070.0,1953.0
47.6886,-122.354,548477.879606131,5281892.452120351,12.936033799212836,1230.0,8.236155661683124,1.0,1.0,1.0,0.0,0.0,4.0,6.0,830.0,1924.0
47.7719,-122.361,547876.1721740044,5291146.0537537355,13.09190416991962,3220.0,8.9082888855571,4.0,1.75,1.0,0.0,0.0,4.0,8.0,2010.0,1959.0
47.4485,-122.175,562194.1348198471,5255336.115279778,12.641096555879882,1280.0,9.175438319966918,3.0,1.0,1.0,0.0,0.0,4.0,6.0,920.0,1959.0
47.6392,-122.406,544617.7252441911,5276370.96993767,13.795001681332732,2480.0,8.699681400989514,4.0,2.25,2.0,0.0,2.0,3.0,10.0,2380.0,1929.0
47.7434,-122.106,567018.1514728675,5288167.83835081,12.721885810807205,1990.0,9.903087472514787,3.0,2.75,1.0,0.0,0.0,3.0,7.0,1340.0,1977.0
47.7139,-121.321,625935.0794333188,5285867.453670996,12.834681304952548,2140.0,9.51775153960896,3.0,1.75,1.5,0.0,0.0,4.0,7.0,1620.0,1970.0
